EmployeeID,FirstName,LastName,Position,SupervisorID,Department,Salary,HireDate,TheftFlag,AmountStolen
376,John,Hardin,Employee,20.0,Marketing,6738,2017-09-10,0,0
377,Nathan,Pierce,Employee,94.0,Operations,6165,2018-09-19,0,0
378,William,Cobb,Employee,89.0,HR,4862,2024-06-21,0,0
379,Joan,Griffin,Employee,12.0,Finance,7982,2019-02-22,0,0
380,Tammy,Gardner,Employee,148.0,Sales,5035,2015-06-20,0,0
381,Melinda,Wallace,Employee,182.0,Finance,8070,2016-02-08,0,0
382,Todd,Wheeler,Employee,103.0,Operations,4407,2022-11-07,0,0
383,Darren,Clark,Employee,14.0,Operations,6803,2016-02-28,0,0
384,Lisa,Wright,Employee,121.0,HR,5114,2024-09-02,0,0
385,Brian,Jensen,Supervisor,,Sales,5334,2015-04-07,1,10751
386,Jon,Scott,Supervisor,,Finance,4041,2016-07-22,0,0
387,Donna,Ramirez,Employee,177.0,Operations,8232,2016-02-14,0,0
388,Amy,Anderson,Employee,108.0,Marketing,5969,2019-09-18,0,0
389,Lori,Lane,Employee,17.0,Sales,7056,2022-02-26,0,0
390,Daniel,Adams,Employee,193.0,Finance,8607,2020-02-17,0,0
391,James,Carrillo,Supervisor,,IT,4951,2020-04-29,0,0
392,Ralph,Harris,Supervisor,,Sales,5458,2024-02-18,0,0
393,Ashley,Terry,Supervisor,,IT,9381,2023-07-19,0,0
394,Brian,Oconnor,Employee,59.0,IT,4357,2020-01-19,0,0
395,Krista,Mason,Supervisor,,Marketing,4436,2024-07-07,0,0
396,James,Buchanan,Employee,111.0,IT,4268,2019-05-12,0,0
397,Timothy,Taylor,Employee,124.0,Operations,4120,2016-01-15,0,0
398,Rebecca,Mitchell,Employee,130.0,Operations,9354,2015-01-25,0,0
399,Michelle,Jenkins,Employee,179.0,Finance,8602,2023-06-23,0,0
400,Ashley,Washington,Employee,134.0,Operations,5153,2023-04-14,0,0
401,Hannah,Jackson,Employee,106.0,Sales,8549,2019-02-05,0,0
402,Ashley,Stewart,Employee,121.0,Sales,6106,2015-02-14,0,0
403,Jackson,Acosta,Employee,37.0,Marketing,4721,2020-11-30,1,16864
404,Amy,Bryant,Supervisor,,HR,6546,2021-02-03,0,0
405,Jill,Aguirre,Employee,86.0,Operations,4579,2016-05-14,0,0
406,Brandon,Jackson,Employee,104.0,Finance,8599,2023-09-20,0,0
407,Julie,Munoz,Employee,76.0,HR,4562,2015-11-09,0,0
408,Victor,Garcia,Employee,135.0,Operations,6948,2017-04-01,0,0
409,James,Chaney,Employee,108.0,HR,6763,2018-11-26,1,4960
410,Matthew,Wilson,Employee,10.0,Marketing,6236,2020-05-21,1,14267
411,Sheryl,Avila,Employee,57.0,Marketing,5587,2017-03-07,0,0
412,Valerie,Smith,Supervisor,,Finance,6454,2020-12-03,1,16494
413,Makayla,Cox,Employee,59.0,Finance,5448,2017-06-20,0,0
414,Scott,Lynn,Employee,36.0,Operations,6440,2015-07-17,0,0
415,Grant,Porter,Employee,114.0,Finance,6736,2016-09-28,0,0
416,Samuel,Peters,Supervisor,,Operations,4410,2018-09-16,0,0
417,Patrick,Wood,Employee,102.0,Finance,6887,2015-08-29,0,0
418,Richard,Malone,Employee,3.0,Sales,5497,2021-04-10,0,0
419,Ethan,Patterson,Employee,28.0,Sales,6730,2016-03-14,1,10634
420,Kimberly,Barajas,Employee,8.0,Operations,9733,2023-04-02,0,0
421,Lisa,Farrell,Employee,22.0,Sales,4833,2021-06-17,1,3267
422,Amanda,Carter,Supervisor,,Marketing,8157,2017-04-26,1,3104
423,Alexis,Thomas,Employee,76.0,Operations,4156,2016-06-26,0,0
424,Randy,Johnson,Employee,176.0,Marketing,9586,2020-11-04,0,0
425,Edward,Green,Employee,184.0,HR,9192,2021-11-02,0,0
426,Kathleen,Jackson,Employee,69.0,HR,6581,2024-04-24,0,0
427,Tommy,Gonzales,Employee,1.0,IT,9591,2024-04-05,0,0
428,Ashley,Osborne,Supervisor,,Operations,5107,2023-10-12,0,0
429,Justin,Murphy,Supervisor,,Sales,6927,2019-02-11,1,1950
430,Matthew,Rivera,Employee,82.0,Marketing,9731,2023-06-06,1,2586
431,Nicholas,Brewer,Employee,168.0,HR,9893,2021-09-21,1,11371
432,Olivia,Jones,Employee,159.0,Sales,6126,2020-02-11,0,0
433,Joanne,Rhodes,Employee,127.0,Marketing,6314,2019-08-20,0,0
434,Thomas,Brown,Employee,34.0,Marketing,9768,2019-02-12,0,0
435,Mary,Morrison,Employee,173.0,Sales,4405,2018-03-18,1,19329
436,Joseph,Smith,Employee,17.0,IT,5889,2021-04-24,0,0
437,Lisa,Mcbride,Employee,78.0,Marketing,6358,2019-07-20,1,7085
438,Elizabeth,Ibarra,Employee,149.0,IT,5665,2022-10-16,0,0
439,Karen,Castillo,Employee,9.0,Finance,6852,2024-05-26,0,0
440,Monica,Taylor,Supervisor,,Marketing,4373,2021-12-31,0,0
441,David,Flores,Employee,77.0,Finance,4527,2020-03-07,0,0
442,Deborah,Jefferson,Employee,158.0,IT,5813,2016-03-29,1,11036
443,Janet,West,Employee,195.0,HR,8468,2023-06-17,0,0
444,Cathy,Mitchell,Employee,38.0,Finance,9619,2017-07-30,0,0
445,Vanessa,Parker,Employee,105.0,Marketing,4578,2015-03-08,0,0
446,Sara,Mullen,Supervisor,,Sales,8731,2016-11-15,0,0
447,Jared,Pennington,Employee,16.0,Sales,7510,2022-06-19,1,17940
448,Elizabeth,Watson,Employee,68.0,Marketing,9874,2021-11-19,0,0
449,Jennifer,Rodriguez,Employee,69.0,Operations,5979,2015-02-17,1,16415
450,Michelle,Holloway,Employee,170.0,HR,9870,2016-03-07,1,7137
451,Kimberly,Simmons,Employee,96.0,Finance,6512,2019-02-24,0,0
452,Matthew,Frye,Supervisor,,IT,4022,2016-11-28,0,0
453,Scott,Joseph,Employee,56.0,HR,6737,2023-12-27,0,0
454,Anna,Harris,Employee,55.0,Finance,4090,2021-10-22,0,0
455,Wendy,Washington,Supervisor,,Finance,6089,2018-02-22,0,0
456,Troy,Wright,Employee,66.0,Finance,4866,2017-12-04,0,0
457,Erin,Davis,Employee,147.0,IT,9142,2022-02-17,0,0
458,Sean,Flores,Employee,79.0,HR,5792,2019-04-16,0,0
459,Bryan,Benjamin,Employee,9.0,IT,4571,2023-04-01,0,0
460,Scott,Miller,Employee,12.0,Operations,7455,2022-07-31,0,0
461,Nicole,Schmidt,Employee,139.0,IT,9219,2022-10-29,0,0
462,Kathleen,Barker,Employee,4.0,Marketing,8181,2015-10-24,0,0
463,James,Cole,Employee,114.0,IT,4724,2023-04-19,0,0
464,Dan,Ward,Employee,174.0,HR,9048,2021-07-10,1,9227
465,Paul,Lee,Employee,145.0,Marketing,6736,2019-01-13,0,0
466,Joshua,Shepherd,Employee,145.0,Sales,7695,2024-10-18,0,0
467,Andrew,Phillips,Supervisor,,IT,5400,2021-10-21,0,0
468,Christine,Moore,Employee,12.0,Marketing,6553,2020-10-02,0,0
469,Erika,Casey,Employee,46.0,HR,7433,2018-02-21,0,0
470,April,Miller,Employee,91.0,Operations,5158,2019-02-04,0,0
471,David,Taylor,Employee,119.0,IT,6095,2019-02-23,0,0
472,Raymond,Perez,Supervisor,,Operations,8881,2017-07-18,0,0
473,Colleen,Schwartz,Supervisor,,IT,4744,2024-01-13,0,0
474,Megan,Huynh,Employee,2.0,HR,9846,2017-11-13,0,0
475,Teresa,Stevens,Employee,166.0,Marketing,9737,2016-01-29,1,3243
476,Sarah,Young,Employee,91.0,Operations,9408,2015-08-16,0,0
477,Jill,Hester,Supervisor,,Sales,5019,2016-04-17,0,0
478,Vanessa,Wilson,Supervisor,,Operations,4035,2017-11-20,0,0
479,Tanya,Lee,Employee,129.0,Marketing,4871,2016-03-26,0,0
480,Heather,Hamilton,Employee,141.0,Sales,7042,2024-07-16,0,0
481,Kimberly,Alvarado,Employee,119.0,Sales,6563,2018-03-22,0,0
482,Rachel,Carroll,Employee,25.0,Marketing,5371,2017-09-07,0,0
483,Jeremy,Clark,Employee,193.0,Sales,4364,2016-07-12,0,0
484,Adam,Lynn,Supervisor,,Finance,5936,2022-03-18,0,0
485,Thomas,Hernandez,Employee,141.0,Operations,8946,2017-02-07,1,2200
486,Matthew,Zimmerman,Supervisor,,Sales,5266,2017-02-03,0,0
487,Anna,Becker,Employee,80.0,HR,8170,2022-06-22,0,0
488,Alicia,Fernandez,Supervisor,,Operations,4786,2019-07-19,1,4525
489,Ryan,Powell,Employee,46.0,Marketing,5331,2020-09-13,0,0
490,Mikayla,Allen,Employee,161.0,Sales,6412,2019-02-13,0,0
491,Christopher,Johnson,Supervisor,,HR,5108,2021-11-27,0,0
492,Jeremy,Garcia,Employee,125.0,Finance,4726,2023-12-24,0,0
493,Michelle,Kelly,Supervisor,,Operations,5731,2022-12-07,0,0
494,Kathleen,Arnold,Supervisor,,Sales,4898,2018-09-30,0,0
495,Dustin,Gilmore,Supervisor,,Finance,8729,2021-08-31,0,0
496,Kristy,Anderson,Employee,161.0,IT,9514,2020-08-23,0,0
497,Amy,Holloway,Employee,13.0,HR,4295,2020-12-21,0,0
498,Kathryn,Ingram,Employee,34.0,Operations,9700,2018-12-20,0,0
499,Jacob,Clark,Employee,33.0,Marketing,8079,2022-12-06,0,0
500,Traci,Lynch,Employee,50.0,IT,5996,2023-07-31,0,0
501,Raymond,Rivera,Employee,86.0,HR,8123,2023-04-04,0,0
502,Jason,Fields,Supervisor,,Marketing,6076,2017-10-26,0,0
503,Sean,Anderson,Employee,153.0,IT,6821,2021-02-10,0,0
504,Jonathan,Wilson,Employee,102.0,Marketing,7743,2024-06-14,0,0
505,Sharon,Robbins,Supervisor,,IT,9006,2018-04-20,0,0
506,Jonathan,Bailey,Employee,42.0,IT,9601,2024-10-20,0,0
507,Lisa,Sutton,Supervisor,,IT,7405,2020-03-01,0,0
508,Sharon,Barker,Employee,97.0,Operations,4606,2017-12-25,0,0
509,Gabriela,Johnston,Supervisor,,IT,5303,2020-08-05,0,0
510,Joshua,Morgan,Supervisor,,HR,4977,2015-11-10,1,955
511,Angela,Adams,Employee,18.0,Operations,8433,2020-09-20,0,0
512,Michael,Oneill,Employee,21.0,Marketing,5328,2022-11-18,0,0
513,Dennis,Lopez,Employee,4.0,HR,4970,2020-09-10,0,0
514,Robin,Charles,Employee,95.0,Finance,7324,2023-02-03,0,0
515,Justin,Jennings,Supervisor,,Marketing,7221,2020-11-03,0,0
516,Donald,Howe,Employee,101.0,IT,7138,2021-09-23,0,0
517,Samantha,Griffith,Supervisor,,IT,8672,2023-06-12,0,0
518,Nicholas,Davis,Employee,74.0,Finance,4495,2022-12-14,0,0
519,Pamela,Ross,Employee,113.0,Finance,6461,2015-09-19,0,0
520,Teresa,Mitchell,Supervisor,,Marketing,5608,2015-03-07,0,0
521,Joshua,Le,Employee,107.0,HR,9875,2024-12-06,0,0
522,Frederick,Green,Employee,43.0,Finance,9302,2020-07-14,0,0
523,Karen,Alexander,Employee,112.0,HR,5383,2017-07-15,0,0
524,Jeffery,Black,Supervisor,,IT,4724,2022-10-14,0,0
525,Justin,Casey,Employee,190.0,HR,7366,2017-09-04,0,0
526,Lisa,Sutton,Employee,69.0,Operations,8544,2020-10-30,0,0
527,Michelle,Bryant,Employee,132.0,IT,9563,2022-02-10,0,0
528,James,Phelps,Employee,153.0,IT,8372,2021-09-01,0,0
529,Ryan,Davidson,Supervisor,,Sales,4803,2017-10-07,0,0
530,Kelly,Brown,Supervisor,,HR,9238,2021-07-02,0,0
531,Jennifer,Grant,Employee,147.0,Operations,4693,2018-04-07,0,0
532,Jason,Roman,Employee,87.0,Finance,5807,2021-12-19,0,0
533,Christopher,Young,Employee,118.0,HR,9899,2023-10-20,1,9231
534,Carlos,Summers,Supervisor,,HR,6995,2016-04-04,0,0
535,Brooke,Gordon,Employee,52.0,HR,5842,2017-10-11,0,0
536,Alexis,Brown,Supervisor,,IT,9648,2017-04-29,0,0
537,Casey,Hardy,Employee,104.0,Finance,9476,2022-02-26,0,0
538,Aaron,Alexander,Employee,120.0,Operations,6187,2020-09-02,0,0
539,Robert,Anderson,Employee,69.0,Marketing,9651,2023-06-22,0,0
540,Gabriel,Mitchell,Employee,185.0,Marketing,7288,2021-03-09,0,0
541,Tony,Mcdowell,Employee,163.0,Finance,9912,2021-04-24,0,0
542,Steven,Acosta,Employee,95.0,HR,6953,2019-01-11,1,14306
543,Ann,Douglas,Employee,187.0,Finance,7219,2016-02-21,0,0
544,Andrew,Henderson,Employee,111.0,Sales,7131,2015-04-30,1,2083
545,Samantha,Duran,Employee,88.0,Finance,5036,2018-09-30,0,0
546,Patricia,Flynn,Employee,3.0,IT,8386,2023-07-31,0,0
547,Amy,Reed,Employee,88.0,Sales,6509,2017-11-29,0,0
548,Kelly,Reynolds,Employee,96.0,Marketing,8881,2017-10-19,0,0
549,Samantha,Brown,Employee,47.0,Marketing,6474,2019-02-07,0,0
550,Justin,Martin,Employee,71.0,HR,4110,2023-09-21,0,0
551,Andrea,Hubbard,Employee,31.0,Finance,9876,2020-08-05,0,0
552,Michelle,Campbell,Employee,14.0,Marketing,5003,2024-09-21,1,9368
553,Alexa,Campbell,Supervisor,,Finance,9330,2015-08-25,0,0
554,Veronica,Carey,Employee,78.0,HR,7403,2021-11-21,0,0
555,Michael,Hernandez,Employee,15.0,Finance,5748,2020-09-20,0,0
556,Andre,Miller,Employee,118.0,Marketing,5802,2024-10-13,0,0
557,Rebecca,Thompson,Employee,166.0,Operations,4148,2022-10-07,0,0
558,Shannon,Roberts,Employee,43.0,IT,8060,2023-09-12,1,11674
559,Rhonda,Bolton,Employee,141.0,IT,4650,2016-01-28,0,0
560,Gregory,Christensen,Employee,54.0,Sales,6300,2021-05-20,0,0
561,Andrea,Hoover,Employee,46.0,Operations,6288,2020-07-19,0,0
562,Edward,West,Employee,175.0,Sales,7773,2017-08-06,0,0
563,Brenda,Hill,Employee,128.0,Operations,8080,2020-02-08,0,0
564,Brenda,Sharp,Employee,178.0,HR,9309,2020-02-28,1,829
565,Jeremy,Perry,Employee,114.0,Finance,5209,2023-02-15,0,0
566,Michael,Howell,Employee,175.0,HR,8729,2018-07-01,0,0
567,Karen,Sanchez,Employee,29.0,HR,5597,2021-09-12,0,0
568,John,Davis,Employee,196.0,IT,9289,2023-10-25,0,0
569,Kristy,Waller,Employee,138.0,Finance,5249,2023-03-01,0,0
570,Omar,Moore,Employee,169.0,Finance,6666,2021-04-02,0,0
571,Randall,Nguyen,Supervisor,,IT,4207,2017-04-19,1,15854
572,Ryan,Williams,Supervisor,,HR,9975,2017-08-16,0,0
573,Hector,Kennedy,Employee,50.0,Finance,7793,2018-07-19,0,0
574,John,Nunez,Employee,147.0,IT,8949,2018-12-31,0,0
575,Tiffany,Williams,Employee,136.0,IT,5782,2021-01-27,0,0
576,Lisa,Walker,Employee,43.0,Operations,4711,2023-05-07,0,0
577,John,Ford,Supervisor,,HR,4996,2019-10-25,0,0
578,Elizabeth,Hawkins,Employee,199.0,Finance,9809,2018-11-25,0,0
579,Elizabeth,Cruz,Employee,48.0,Operations,4219,2018-06-04,0,0
580,Alyssa,Hickman,Employee,89.0,Operations,7970,2015-08-08,0,0
581,Chelsea,Hernandez,Employee,169.0,Finance,9041,2016-08-09,0,0
582,Benjamin,Harris,Employee,164.0,HR,5215,2023-04-21,0,0
583,Brandon,Smith,Employee,49.0,Marketing,5858,2023-02-03,0,0
584,Nicole,Reyes,Supervisor,,Sales,8980,2015-08-15,0,0
585,Bryce,Mitchell,Employee,57.0,Marketing,9662,2023-11-04,0,0
586,Sarah,Chavez,Employee,110.0,HR,5058,2023-01-05,0,0
587,Michelle,Trujillo,Employee,24.0,Finance,4284,2024-09-11,0,0
588,Ricardo,Bennett,Supervisor,,Sales,7761,2018-11-23,0,0
589,Mark,Cox,Employee,31.0,Sales,8078,2017-04-07,0,0
590,Carlos,Jimenez,Employee,26.0,HR,5637,2021-08-10,0,0
591,Nancy,Travis,Employee,91.0,IT,5277,2015-12-02,0,0
592,William,Wells,Employee,174.0,Sales,5820,2015-12-31,1,18293
593,Scott,Thomas,Employee,127.0,HR,9784,2023-07-25,0,0
594,Ashley,Mann,Employee,137.0,Operations,7561,2022-08-03,1,8589
595,Kathleen,Tran,Supervisor,,Marketing,7919,2021-11-17,0,0
596,William,Howell,Employee,56.0,Finance,5073,2015-03-08,0,0
597,Rebecca,Hart,Supervisor,,HR,5160,2023-11-18,1,16657
598,Sheila,Rodriguez,Employee,40.0,IT,8976,2020-09-21,0,0
599,Dana,Lewis,Employee,171.0,Operations,8637,2017-05-18,0,0
600,Robert,Palmer,Supervisor,,Operations,5508,2022-11-26,0,0
601,Tanya,Myers,Supervisor,,Marketing,4468,2023-06-17,0,0
602,Robert,Richards,Employee,168.0,Sales,6765,2022-01-14,0,0
603,Kimberly,Taylor,Employee,163.0,Marketing,5984,2018-01-16,0,0
604,Thomas,Beard,Employee,166.0,Marketing,6004,2020-03-28,0,0
605,David,Ray,Employee,126.0,IT,6224,2017-01-15,0,0
606,Olivia,Wheeler,Employee,81.0,HR,4051,2017-06-21,0,0
607,Willie,Campbell,Employee,168.0,Sales,6497,2022-08-18,0,0
608,Caroline,Benson,Employee,57.0,HR,4111,2018-02-10,1,2350
609,Kara,Jimenez,Employee,131.0,HR,7287,2021-03-08,0,0
610,Jeffrey,Grant,Employee,185.0,Operations,7271,2023-03-15,0,0
611,Amy,Fleming,Employee,188.0,Finance,7163,2023-04-19,0,0
612,Lisa,Gill,Employee,65.0,Marketing,4368,2021-09-05,0,0
613,Matthew,Kim,Employee,95.0,HR,9129,2017-10-06,0,0
614,Andrea,Schwartz,Employee,145.0,Operations,6192,2016-05-30,0,0
615,Elizabeth,Turner,Employee,70.0,Operations,6803,2015-07-01,0,0
616,Alexander,Tapia,Employee,97.0,Operations,4748,2024-06-02,0,0
617,Melanie,Tucker,Employee,141.0,HR,8840,2020-11-23,0,0
618,Peter,Anderson,Employee,1.0,HR,4493,2018-05-31,0,0
619,Sherry,Shaw,Employee,41.0,IT,6077,2023-05-28,0,0
620,Carla,Russell,Employee,25.0,IT,9101,2024-02-05,1,16257
621,Jason,Herman,Employee,19.0,Operations,4735,2017-02-26,0,0
622,Dana,Morrison,Supervisor,,Sales,5995,2017-08-26,0,0
623,Debra,Craig,Employee,146.0,Sales,7305,2022-11-01,0,0
624,Steven,Williams,Employee,134.0,Marketing,4297,2020-05-21,0,0
625,Michelle,Jackson,Employee,124.0,IT,5351,2015-09-21,0,0
626,Jessica,Mendez,Employee,167.0,Sales,5518,2024-07-02,0,0
627,Donna,Paul,Employee,136.0,IT,7771,2018-02-05,1,18899
628,Judith,Ellis,Employee,91.0,Marketing,9314,2017-12-19,0,0
629,Gary,Avery,Employee,179.0,Operations,5703,2021-02-09,1,18732
630,Amy,Chavez,Employee,162.0,HR,4944,2019-05-31,0,0
631,Jason,Murray,Employee,132.0,Finance,6529,2018-03-02,0,0
632,Meghan,Franco,Employee,60.0,Sales,9217,2016-11-05,0,0
633,Lindsay,Brown,Employee,18.0,IT,5298,2020-01-19,0,0
634,Sarah,Daniels,Employee,97.0,IT,6859,2019-02-18,0,0
635,Donald,Shaffer,Employee,73.0,Finance,8612,2022-06-11,0,0
636,Ian,Gross,Employee,108.0,Operations,4409,2019-05-30,0,0
637,Linda,Thomas,Supervisor,,Marketing,7241,2020-09-29,0,0
638,Maria,Shea,Employee,147.0,Marketing,8066,2021-12-13,0,0
639,Jeffery,Sanchez,Employee,108.0,Marketing,6535,2022-07-04,1,2917
640,Jennifer,Haynes,Employee,9.0,Marketing,6847,2024-12-09,0,0
641,Heather,Davis,Employee,63.0,Finance,4270,2016-10-09,0,0
642,James,Molina,Employee,10.0,Operations,5807,2015-09-17,0,0
643,Jason,West,Employee,158.0,Marketing,6231,2022-07-29,0,0
644,Andrew,Walker,Employee,163.0,Marketing,7615,2020-07-19,0,0
645,Ronald,Chavez,Employee,98.0,Finance,5125,2023-04-08,0,0
646,Sonia,Soto,Employee,152.0,HR,4405,2022-06-11,0,0
647,Elizabeth,Hays,Employee,29.0,IT,5468,2018-10-27,0,0
648,Christine,Walker,Employee,53.0,HR,7790,2015-09-27,0,0
649,Andre,Sanchez,Employee,135.0,HR,4641,2021-06-03,1,9502
650,William,Vasquez,Employee,157.0,Sales,8668,2017-12-26,0,0
651,Andrew,Torres,Employee,64.0,Finance,7391,2024-08-26,0,0
652,Holly,Weber,Employee,191.0,Finance,6144,2023-08-20,1,9573
653,Joanne,Vaughan,Employee,79.0,Operations,6108,2022-02-16,0,0
654,Monica,Hoover,Employee,63.0,Marketing,8664,2018-07-04,1,19303
655,Desiree,Chavez,Employee,71.0,HR,9780,2018-12-10,1,8469
656,Matthew,Wood,Employee,70.0,Finance,5854,2021-11-29,0,0
657,Hailey,Bowen,Supervisor,,Finance,4140,2017-03-31,0,0
658,Christopher,Gould,Employee,38.0,Operations,9731,2019-12-12,0,0
659,Samuel,Collins,Employee,33.0,Sales,6688,2016-11-17,0,0
660,David,Banks,Employee,172.0,Marketing,9927,2016-10-18,1,18861
661,Robert,Weeks,Employee,70.0,Operations,8279,2024-12-04,0,0
662,Erik,Webb,Employee,115.0,HR,4848,2019-05-04,1,18710
663,Tina,Krause,Employee,123.0,Operations,5419,2024-01-23,0,0
664,Michael,Owens,Employee,133.0,Marketing,6677,2021-02-18,0,0
665,Alexa,Jones,Employee,106.0,Finance,9163,2017-12-01,0,0
666,David,Rubio,Employee,200.0,Marketing,8797,2018-01-17,0,0
667,Amber,Bryan,Employee,72.0,HR,4083,2020-09-22,0,0
668,Beth,Diaz,Employee,186.0,Finance,7125,2022-12-29,1,4862
669,Veronica,Ramirez,Employee,37.0,Sales,4447,2024-12-09,0,0
670,Donna,Reyes,Supervisor,,Finance,4873,2024-03-21,0,0
671,Carolyn,Hall,Employee,101.0,Operations,7780,2020-10-27,0,0
672,Matthew,Robinson,Supervisor,,Sales,9791,2024-08-07,0,0
673,Nicole,Anderson,Employee,121.0,Sales,6763,2020-12-27,0,0
674,Brenda,Murray,Supervisor,,Sales,7524,2017-11-23,1,2584
675,Blake,Brown,Supervisor,,Sales,5789,2021-02-11,1,8555
676,Kelly,Davila,Employee,179.0,Sales,6444,2015-07-12,0,0
677,Claudia,Gutierrez,Employee,58.0,Marketing,5812,2016-10-09,0,0
678,Jessica,Higgins,Supervisor,,Sales,7039,2018-06-01,0,0
679,Crystal,White,Employee,41.0,HR,5560,2016-04-07,0,0
680,Timothy,Nelson,Supervisor,,Operations,5111,2021-11-13,0,0
681,Jacob,Smith,Employee,68.0,Finance,7747,2019-03-21,0,0
682,Hannah,Combs,Employee,60.0,Operations,4882,2023-10-14,0,0
683,Michael,Garcia,Employee,190.0,Operations,8746,2019-10-16,0,0
684,Rachel,Moses,Employee,139.0,Operations,7246,2022-03-21,0,0
685,Tyler,Walker,Employee,167.0,IT,8523,2021-01-11,0,0
686,Kenneth,Mayer,Employee,72.0,Operations,5153,2016-08-14,0,0
687,Amber,Ingram,Employee,168.0,Sales,4410,2022-12-04,0,0
688,Connie,Rodriguez,Employee,74.0,Operations,7991,2022-05-19,0,0
689,Beth,May,Employee,54.0,Finance,5542,2024-10-15,1,9899
690,David,Matthews,Employee,94.0,IT,5271,2020-04-09,0,0
691,Brent,Scott,Supervisor,,HR,5326,2016-09-04,0,0
692,Ashley,Ruiz,Employee,47.0,Finance,7458,2016-04-03,0,0
693,Kimberly,Martin,Employee,51.0,Finance,9978,2020-04-03,1,5225
694,Crystal,Griffin,Employee,60.0,Sales,5255,2017-11-15,0,0
695,Karen,Lee,Employee,147.0,IT,5101,2021-06-03,0,0
696,Malik,Thompson,Supervisor,,HR,5674,2020-11-04,1,7527
697,Zachary,Ellis,Employee,113.0,HR,6077,2023-08-06,0,0
698,Chad,Fuentes,Employee,110.0,Operations,5006,2018-08-25,0,0
699,Roy,Williams,Employee,110.0,Finance,4087,2022-09-02,0,0
700,Mark,Rowland,Employee,193.0,Marketing,8994,2025-01-02,0,0
701,Jennifer,Marshall,Employee,165.0,HR,4464,2022-10-14,0,0
702,Wendy,Johnson,Employee,60.0,IT,4640,2025-01-06,1,5670
703,Jon,Byrd,Employee,44.0,Sales,6116,2017-09-05,0,0
704,Connor,Clark,Employee,34.0,HR,6218,2022-12-03,0,0
705,James,Lane,Employee,149.0,Sales,6424,2023-02-02,0,0
706,Penny,Jensen,Employee,42.0,IT,4744,2023-02-24,0,0
707,Kelli,Gomez,Supervisor,,Operations,5084,2019-01-27,0,0
708,Michelle,Cochran,Supervisor,,IT,7599,2024-05-08,0,0
709,Krista,Scott,Employee,187.0,Finance,9411,2022-06-23,1,15157
710,Dennis,Anderson,Employee,177.0,IT,7901,2019-12-30,0,0
711,Darrell,Brown,Employee,154.0,Finance,7390,2023-02-02,0,0
712,Adrian,Garcia,Supervisor,,HR,6160,2024-10-23,0,0
713,John,Miranda,Employee,113.0,Sales,5862,2018-12-11,0,0
714,Kevin,Torres,Employee,87.0,Operations,7843,2023-03-19,0,0
715,Jack,Wright,Employee,154.0,IT,5473,2020-02-24,0,0
716,Jacqueline,Washington,Employee,101.0,Sales,9636,2019-10-07,0,0
717,Marvin,Thomas,Employee,130.0,Finance,9837,2016-10-02,0,0
718,Alison,Jones,Employee,161.0,HR,6026,2015-09-29,0,0
719,Elizabeth,Ashley,Employee,26.0,Sales,4625,2015-09-16,0,0
720,Deborah,Snyder,Employee,118.0,IT,4386,2015-11-06,0,0
721,James,Frost,Supervisor,,IT,5930,2016-01-31,0,0
722,Patricia,Parker,Supervisor,,Sales,7407,2016-03-29,0,0
723,Justin,Rodriguez,Employee,117.0,IT,9485,2023-04-03,1,2422
724,Felicia,Ball,Supervisor,,Marketing,6386,2017-08-24,0,0
725,Roger,Davis,Employee,27.0,HR,8900,2018-01-09,0,0
726,Erica,Holmes,Employee,91.0,Sales,9056,2024-06-12,0,0
727,Elizabeth,Pierce,Employee,45.0,Finance,4896,2024-07-06,0,0
728,Jeffery,Lucas,Employee,64.0,Marketing,7176,2023-10-24,0,0
729,Scott,Greer,Employee,93.0,Marketing,5489,2019-04-25,0,0
730,Christina,Edwards,Supervisor,,HR,5182,2020-01-07,0,0
731,Eric,Brown,Employee,67.0,Operations,6625,2019-09-01,0,0
732,Deborah,Rivas,Employee,50.0,Operations,7133,2019-06-26,0,0
733,Michael,Ramirez,Supervisor,,Operations,4012,2017-10-11,0,0
734,Joshua,Kelley,Employee,114.0,HR,6374,2015-12-15,0,0
735,Scott,Turner,Supervisor,,IT,6496,2021-03-20,0,0
736,Joshua,Miller,Employee,85.0,Sales,8908,2016-05-22,0,0
737,Charles,French,Employee,3.0,Marketing,4170,2020-09-16,0,0
738,Joann,Weaver,Supervisor,,Sales,9596,2019-10-27,0,0
739,Samantha,Schultz,Employee,81.0,Finance,4584,2024-08-21,0,0
740,Garrett,Mahoney,Employee,160.0,Operations,7671,2019-02-02,0,0
741,Erika,Taylor,Employee,169.0,HR,7254,2023-10-29,0,0
742,Victoria,Anderson,Employee,69.0,Sales,6593,2020-08-10,0,0
743,Shawn,Fleming,Employee,44.0,Marketing,7884,2021-07-21,0,0
744,Kyle,King,Employee,108.0,Finance,8646,2021-11-03,0,0
745,Christopher,Bates,Employee,37.0,Marketing,6861,2021-11-05,0,0
746,Aaron,Morgan,Employee,147.0,HR,4227,2021-08-18,0,0
747,Ronald,Riley,Employee,30.0,HR,5236,2015-11-24,0,0
748,Joy,Rhodes,Employee,152.0,Marketing,5788,2021-09-28,0,0
749,Sharon,Mooney,Employee,60.0,Operations,9743,2018-11-13,0,0
750,Lisa,Wagner,Employee,40.0,Marketing,9475,2021-05-02,0,0
751,Janet,Jones,Employee,171.0,HR,9098,2018-09-30,0,0
